Course ID,Course Title,Ad Campaign Platform,Ad Spend ($),Impressions,Clicks,Landing Page Views,Sign-ups,Conversion Rate (%),Location,Date
C-1001,Advanced Excel,Instagram Stories,1320.47,35328,2626,2165,495,22.86,Accra,06/06/2025
C-1006,AI for Non-Techies,Instagram Stories,592.16,37067,2982,2657,1047,39.41,Lagos,26/04/2025
C-1002,Data Visualization with Power BI,Email Blast,792.93,22967,2314,1719,943,54.86,Accra,01/06/2025
C-1002,Data Visualization with Power BI,Google Search,135.31,10476,335,315,128,40.63,Lagos,23/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,905.04,21189,2071,1580,823,52.09,Cape Town,02/06/2025
C-1004,Digital Marketing Basics,Google Search,1688.05,42055,6184,5104,1949,38.19,Nairobi,15/05/2025
C-1002,Data Visualization with Power BI,Facebook Ads,194.1,14294,408,341,142,41.64,Cairo,26/06/2025
C-1000,Intro to Python,Instagram Stories,433.85,31057,2127,1942,1053,54.22,Cape Town,01/05/2025
C-1008,UI/UX Fundamentals,Email Blast,20.85,1376,31,23,12,52.17,Cape Town,28/05/2025
C-1003,SQL for Beginners,Email Blast,368.8,15213,1685,1222,548,44.84,Cape Town,15/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,541.61,27879,3357,2546,1160,45.56,Nairobi,04/07/2025
C-1009,Remote Work Productivity,Facebook Ads,1801.2,40328,4432,4070,1020,25.06,Johannesburg,25/06/2025
C-1008,UI/UX Fundamentals,Email Blast,315.97,19226,1789,1309,485,37.05,Johannesburg,04/06/2025
C-1000,Intro to Python,Google Search,396.61,13113,1416,1259,305,24.23,Lagos,24/06/2025
C-1005,Project Management 101,Google Search,163.53,3406,422,394,159,40.36,Lagos,01/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1204.7,40536,3445,2750,1483,53.93,Kigali,02/06/2025
C-1001,Advanced Excel,Facebook Ads,182.33,4213,320,263,141,53.61,Abuja,03/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,380.88,11573,769,602,238,39.53,Accra,12/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,909.78,38943,1688,1516,598,39.45,Lagos,08/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,457.71,20614,514,390,226,57.95,Kigali,21/06/2025
C-1006,AI for Non-Techies,Instagram Stories,61.98,5434,182,148,47,31.76,Nairobi,13/07/2025
C-1004,Digital Marketing Basics,Google Search,772.88,31855,1759,1470,618,42.04,Nairobi,08/06/2025
C-1004,Digital Marketing Basics,Email Blast,458.93,22575,1639,1542,541,35.08,Abuja,25/04/2025
C-1008,UI/UX Fundamentals,Google Search,269.07,14752,650,529,266,50.28,Lagos,05/07/2025
C-1001,Advanced Excel,Email Blast,1577.58,38445,4202,2963,1089,36.75,Nairobi,13/07/2025
C-1007,Graphic Design Essentials,Email Blast,1922.57,48452,2782,2339,659,28.17,Cairo,10/06/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1839.56,40901,708,646,180,27.86,Cairo,10/07/2025
C-1008,UI/UX Fundamentals,Email Blast,1788.98,38692,2296,2022,662,32.74,Kigali,04/05/2025
C-1002,Data Visualization with Power BI,Email Blast,547.8,41258,1144,851,338,39.72,Cape Town,29/04/2025
C-1008,UI/UX Fundamentals,Instagram Stories,1222.13,48787,1826,1709,1009,59.04,Cape Town,19/04/2025
C-1002,Data Visualization with Power BI,Google Search,1559.57,40938,5701,4767,1467,30.77,Cairo,30/06/2025
C-1003,SQL for Beginners,Facebook Ads,40.68,1103,112,106,32,30.19,Lagos,15/07/2025
C-1007,Graphic Design Essentials,Facebook Ads,2098.59,41990,725,528,106,20.08,Johannesburg,05/07/2025
C-1009,Remote Work Productivity,Instagram Stories,619.88,28173,3446,3089,1247,40.37,Lagos,11/06/2025
C-1005,Project Management 101,Email Blast,962.6,23914,745,574,201,35.02,Johannesburg,27/05/2025
C-1000,Intro to Python,Google Search,605.77,42983,3677,2645,548,20.72,Cairo,13/07/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,229.09,5445,367,342,155,45.32,Cairo,09/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1668.36,37044,2789,2204,536,24.32,Lagos,22/06/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1355.18,45946,5497,4078,1651,40.49,Kigali,21/06/2025
C-1006,AI for Non-Techies,Email Blast,1532.2,48474,4726,4426,1911,43.18,Lagos,22/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,154.96,13715,233,166,45,27.11,Kigali,29/04/2025
C-1007,Graphic Design Essentials,Facebook Ads,1394.35,32096,3661,3224,820,25.43,Accra,12/07/2025
C-1007,Graphic Design Essentials,Instagram Stories,278.37,11183,354,274,82,29.93,Kigali,03/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,1391.29,28128,1284,1055,382,36.21,Cairo,14/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1699.52,48511,864,635,140,22.05,Lagos,14/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,1207.16,38840,684,621,251,40.42,Kigali,11/07/2025
C-1001,Advanced Excel,LinkedIn Sponsored,245.37,10784,955,709,197,27.79,Lagos,16/06/2025
C-1005,Project Management 101,Email Blast,1248.96,25591,2382,1792,441,24.61,Accra,24/06/2025
C-1009,Remote Work Productivity,Instagram Stories,890.73,40694,532,479,246,51.36,Accra,07/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,309.16,8657,250,184,88,47.83,Kigali,07/05/2025
C-1000,Intro to Python,Instagram Stories,305.07,18792,2247,2099,1000,47.64,Nairobi,01/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,213.82,16574,730,664,188,28.31,Cape Town,17/06/2025
C-1004,Digital Marketing Basics,Email Blast,546.06,15164,1644,1316,747,56.76,Cairo,01/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,196.25,8355,189,177,53,29.94,Lagos,28/04/2025
C-1003,SQL for Beginners,Instagram Stories,105.54,7068,468,333,132,39.64,Lagos,04/07/2025
C-1007,Graphic Design Essentials,Google Search,1422.66,33771,2233,1758,895,50.91,Johannesburg,03/07/2025
C-1005,Project Management 101,Email Blast,524.79,32684,1028,813,284,34.93,Cairo,28/05/2025
C-1005,Project Management 101,Facebook Ads,256.31,10390,1265,1109,306,27.59,Accra,22/04/2025
C-1003,SQL for Beginners,Facebook Ads,2396.97,48485,1203,1031,256,24.83,Cape Town,23/05/2025
C-1006,AI for Non-Techies,Email Blast,2219.14,47771,5698,4544,1960,43.13,Nairobi,19/05/2025
C-1000,Intro to Python,Facebook Ads,934.86,21380,1872,1392,489,35.13,Nairobi,10/07/2025
C-1005,Project Management 101,Facebook Ads,1445.84,31597,3165,2730,1492,54.65,Nairobi,09/06/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1750.71,44187,6131,4437,1853,41.76,Lagos,30/06/2025
C-1009,Remote Work Productivity,Google Search,898.94,21456,2488,2118,564,26.63,Kigali,01/07/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,230.95,13618,1509,1088,419,38.51,Cairo,04/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,701.17,21915,1254,883,317,35.9,Nairobi,21/04/2025
C-1004,Digital Marketing Basics,Google Search,200.8,10785,1043,903,482,53.38,Cairo,27/06/2025
C-1001,Advanced Excel,Email Blast,97.93,1999,53,48,12,25,Nairobi,13/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,507.93,36555,4677,3859,2286,59.24,Kigali,19/06/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,484.41,10277,538,462,157,33.98,Johannesburg,27/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,204.67,5668,108,90,39,43.33,Kigali,10/05/2025
C-1008,UI/UX Fundamentals,Facebook Ads,535.25,30074,1377,1089,585,53.72,Accra,12/07/2025
C-1000,Intro to Python,Facebook Ads,1227.64,31850,4005,3366,1699,50.48,Nairobi,04/07/2025
C-1006,AI for Non-Techies,Facebook Ads,123.46,4525,176,148,80,54.05,Abuja,19/06/2025
C-1006,AI for Non-Techies,Email Blast,325.57,12729,1849,1503,386,25.68,Cape Town,01/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1099.85,24306,3481,2714,1485,54.72,Kigali,19/06/2025
C-1003,SQL for Beginners,Email Blast,1071.81,47720,2816,2029,993,48.94,Nairobi,12/06/2025
C-1007,Graphic Design Essentials,Google Search,1571.06,38210,4570,3704,1459,39.39,Nairobi,25/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,182.09,7374,468,379,132,34.83,Cairo,22/04/2025
C-1007,Graphic Design Essentials,Google Search,986,31837,2662,2401,827,34.44,Johannesburg,27/04/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,1961.2,41431,4304,3302,1026,31.07,Kigali,21/06/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,145.41,13016,1448,1222,561,45.91,Kigali,06/07/2025
C-1007,Graphic Design Essentials,Facebook Ads,803.2,32949,3180,2631,1100,41.81,Nairobi,20/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,221.27,8398,179,133,77,57.89,Cape Town,11/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,471.71,12193,918,654,140,21.41,Kigali,02/07/2025
C-1009,Remote Work Productivity,Google Search,1538.36,38662,3299,2728,810,29.69,Nairobi,30/06/2025
C-1006,AI for Non-Techies,Facebook Ads,1025.58,47810,1604,1198,460,38.4,Kigali,01/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1872.32,43562,1944,1674,770,46,Cairo,21/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,1535.54,31210,2137,1534,474,30.9,Abuja,31/05/2025
C-1003,SQL for Beginners,Google Search,1281.03,41689,3896,3418,693,20.28,Accra,13/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,1274.61,26153,398,335,190,56.72,Kigali,26/04/2025
C-1003,SQL for Beginners,Email Blast,1717.36,46485,3982,3243,1874,57.79,Abuja,09/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1099.05,38172,728,594,175,29.46,Johannesburg,25/06/2025
C-1002,Data Visualization with Power BI,Facebook Ads,736.14,44424,3276,2769,948,34.24,Cape Town,21/05/2025
C-1001,Advanced Excel,Email Blast,936.87,39808,3205,2908,1353,46.53,Cape Town,16/06/2025
C-1005,Project Management 101,Facebook Ads,432.71,37378,5269,4889,1387,28.37,Cape Town,14/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,965.99,21187,2410,2185,1282,58.67,Nairobi,04/05/2025
C-1009,Remote Work Productivity,Email Blast,161.43,8126,764,636,134,21.07,Abuja,29/04/2025
C-1005,Project Management 101,Facebook Ads,1325.92,33394,2482,2127,899,42.27,Nairobi,27/06/2025
C-1003,SQL for Beginners,Email Blast,268.23,10104,496,417,98,23.5,Lagos,08/07/2025
C-1002,Data Visualization with Power BI,Google Search,935.66,44311,5096,4450,2653,59.62,Cape Town,29/04/2025
C-1008,UI/UX Fundamentals,Instagram Stories,890.12,20103,1603,1254,471,37.56,Cape Town,22/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,650.56,14478,1531,1409,396,28.11,Cairo,15/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1028.34,45535,836,770,255,33.12,Abuja,15/07/2025
C-1005,Project Management 101,Email Blast,165.04,6851,559,522,114,21.84,Lagos,04/05/2025
C-1009,Remote Work Productivity,Instagram Stories,929.89,34451,4475,3575,999,27.94,Accra,19/04/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,153.74,5090,325,301,151,50.17,Lagos,18/05/2025
C-1000,Intro to Python,Email Blast,965.02,47095,6987,5703,1273,22.32,Kigali,19/04/2025
C-1001,Advanced Excel,Facebook Ads,792.9,19494,1385,1023,592,57.87,Johannesburg,19/05/2025
C-1006,AI for Non-Techies,Email Blast,2240.56,47020,2236,1895,925,48.81,Abuja,25/04/2025
C-1005,Project Management 101,Instagram Stories,1547.82,47646,6357,5268,2685,50.97,Abuja,17/06/2025
C-1006,AI for Non-Techies,Email Blast,920.47,29520,2579,1879,470,25.01,Johannesburg,08/06/2025
C-1002,Data Visualization with Power BI,Google Search,362.95,32121,1530,1079,527,48.84,Johannesburg,17/04/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,769.57,26204,2445,2041,1199,58.75,Abuja,30/04/2025
C-1002,Data Visualization with Power BI,Google Search,992.74,19905,376,315,168,53.33,Accra,21/04/2025
C-1000,Intro to Python,Facebook Ads,100.62,5701,400,312,175,56.09,Accra,06/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,1054.02,44117,4242,3399,735,21.62,Accra,12/06/2025
C-1001,Advanced Excel,Instagram Stories,207.05,9992,470,409,237,57.95,Cape Town,15/04/2025
C-1009,Remote Work Productivity,Email Blast,370.53,28898,3571,2549,1058,41.51,Accra,15/04/2025
C-1007,Graphic Design Essentials,Instagram Stories,1477.04,34385,4840,4315,1998,46.3,Cape Town,28/06/2025
C-1006,AI for Non-Techies,Google Search,1141.06,24285,2444,2302,1117,48.52,Accra,02/07/2025
C-1006,AI for Non-Techies,Facebook Ads,612.36,40621,3347,2440,1003,41.11,Cape Town,27/04/2025
C-1003,SQL for Beginners,Email Blast,495.86,47670,4430,3635,1632,44.9,Cairo,15/05/2025
C-1006,AI for Non-Techies,Email Blast,932.5,36793,1371,1128,654,57.98,Kigali,28/06/2025
C-1000,Intro to Python,Email Blast,76.43,3481,241,211,93,44.08,Cape Town,08/05/2025
C-1005,Project Management 101,Email Blast,128.14,8416,568,428,250,58.41,Cape Town,25/06/2025
C-1001,Advanced Excel,Email Blast,425.01,10311,639,451,130,28.82,Cairo,28/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,362.69,34878,1331,958,373,38.94,Nairobi,24/05/2025
C-1003,SQL for Beginners,Facebook Ads,1489.61,31962,698,629,319,50.72,Cairo,30/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,184.18,4458,577,502,110,21.91,Lagos,05/06/2025
C-1007,Graphic Design Essentials,Email Blast,594.07,30755,3948,3552,1432,40.32,Cape Town,24/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,796.63,49091,6300,5555,3290,59.23,Abuja,19/04/2025
C-1005,Project Management 101,LinkedIn Sponsored,354.91,20308,844,635,328,51.65,Accra,25/04/2025
C-1000,Intro to Python,Email Blast,2020.72,46550,899,853,179,20.98,Cairo,28/06/2025
C-1009,Remote Work Productivity,Facebook Ads,832.31,18068,1104,1005,423,42.09,Cape Town,14/06/2025
C-1009,Remote Work Productivity,Email Blast,241.77,12080,1687,1184,272,22.97,Lagos,12/06/2025
C-1004,Digital Marketing Basics,Email Blast,1690.77,49324,5115,4716,1810,38.38,Lagos,02/07/2025
C-1004,Digital Marketing Basics,Facebook Ads,679.76,32769,1192,1074,630,58.66,Accra,06/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,181.78,6037,478,344,145,42.15,Cairo,02/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,1276.79,41356,1249,1012,337,33.3,Cairo,09/07/2025
C-1004,Digital Marketing Basics,Facebook Ads,74.34,1930,177,124,62,50,Accra,04/05/2025
C-1009,Remote Work Productivity,Google Search,2382.78,49428,3028,2159,1083,50.16,Cape Town,28/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,413.27,12494,545,425,116,27.29,Johannesburg,14/06/2025
C-1007,Graphic Design Essentials,Email Blast,416.37,12849,407,321,153,47.66,Lagos,26/04/2025
C-1005,Project Management 101,Google Search,66.84,6531,418,336,142,42.26,Accra,06/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,1073.99,28062,589,542,125,23.06,Johannesburg,27/04/2025
C-1007,Graphic Design Essentials,Google Search,1591.3,48579,6743,5176,1802,34.81,Johannesburg,11/07/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,661.48,49127,6555,6132,3040,49.58,Lagos,19/05/2025
C-1004,Digital Marketing Basics,Facebook Ads,102.92,8601,891,715,277,38.74,Accra,29/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,598.71,27132,997,894,341,38.14,Cairo,19/04/2025
C-1007,Graphic Design Essentials,Email Blast,1042.52,49899,3181,2906,1451,49.93,Johannesburg,12/05/2025
C-1006,AI for Non-Techies,Instagram Stories,1523.27,45794,1211,923,524,56.77,Cape Town,17/06/2025
C-1004,Digital Marketing Basics,Email Blast,444.49,10512,890,755,261,34.57,Abuja,07/06/2025
C-1000,Intro to Python,Instagram Stories,627.16,19926,1659,1209,304,25.14,Abuja,18/05/2025
C-1005,Project Management 101,Facebook Ads,1450.16,35750,5045,3920,2147,54.77,Nairobi,18/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1674.16,42774,1911,1355,326,24.06,Abuja,17/06/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1706.41,43733,1659,1315,526,40,Kigali,17/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,585.31,18503,478,383,150,39.16,Cairo,23/06/2025
C-1009,Remote Work Productivity,Instagram Stories,1004.5,26634,3317,2464,1288,52.27,Johannesburg,13/06/2025
C-1009,Remote Work Productivity,Email Blast,213.99,13774,1209,1057,385,36.42,Kigali,28/05/2025
C-1002,Data Visualization with Power BI,Email Blast,506.38,21530,2222,1846,841,45.56,Lagos,05/07/2025
C-1000,Intro to Python,Facebook Ads,152.64,5453,746,631,147,23.3,Abuja,23/06/2025
C-1001,Advanced Excel,Facebook Ads,1622.02,35423,4105,3688,1467,39.78,Cape Town,26/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,705.13,15379,730,585,327,55.9,Cairo,04/05/2025
C-1003,SQL for Beginners,Facebook Ads,144.06,3230,342,312,73,23.4,Nairobi,21/06/2025
C-1000,Intro to Python,Google Search,1067.07,39937,2192,1632,482,29.53,Nairobi,26/05/2025
C-1001,Advanced Excel,Email Blast,145.52,6661,300,234,59,25.21,Accra,07/05/2025
C-1006,AI for Non-Techies,Email Blast,1754.43,44017,3966,3214,1088,33.85,Accra,09/06/2025
C-1001,Advanced Excel,Google Search,1853.24,46590,6293,5595,1862,33.28,Cairo,11/05/2025
C-1004,Digital Marketing Basics,Facebook Ads,1337.02,31602,988,723,244,33.75,Cape Town,10/07/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,1285.35,28982,1289,922,232,25.16,Cairo,30/04/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,181.92,5849,577,440,185,42.05,Lagos,16/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,592.17,26466,2693,2042,1114,54.55,Lagos,21/05/2025
C-1004,Digital Marketing Basics,Google Search,441.53,18345,1966,1384,483,34.9,Cape Town,21/04/2025
C-1001,Advanced Excel,Google Search,621.68,33225,2860,2054,1059,51.56,Abuja,25/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1716.29,43302,4537,4086,1735,42.46,Nairobi,25/05/2025
C-1002,Data Visualization with Power BI,Instagram Stories,793.74,36430,3739,2949,1543,52.32,Johannesburg,26/05/2025
C-1009,Remote Work Productivity,Facebook Ads,954.32,43161,3883,3441,1209,35.14,Cape Town,17/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,247.08,7769,577,521,297,57.01,Nairobi,11/07/2025
C-1001,Advanced Excel,LinkedIn Sponsored,741.3,38443,3944,3651,874,23.94,Cape Town,05/07/2025
C-1000,Intro to Python,Google Search,894.36,33617,3672,3326,1805,54.27,Lagos,13/06/2025
C-1000,Intro to Python,Instagram Stories,964.52,44555,1002,811,237,29.22,Cairo,06/07/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,1270.71,46878,5537,3980,2113,53.09,Abuja,20/06/2025
C-1009,Remote Work Productivity,Email Blast,16.88,1242,116,83,27,32.53,Cape Town,22/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,560.31,29577,4277,3857,1480,38.37,Nairobi,04/07/2025
C-1008,UI/UX Fundamentals,Facebook Ads,513.95,15801,2222,1746,461,26.4,Abuja,25/04/2025
C-1007,Graphic Design Essentials,Email Blast,425.13,8943,1271,890,262,29.44,Kigali,28/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,2031.74,45684,1551,1129,483,42.78,Abuja,05/07/2025
C-1000,Intro to Python,Facebook Ads,550.1,42436,3258,3090,1457,47.15,Kigali,11/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,752.49,23286,3469,2782,876,31.49,Cape Town,25/04/2025
C-1004,Digital Marketing Basics,Google Search,1215.96,43453,2285,1648,330,20.02,Accra,23/04/2025
C-1008,UI/UX Fundamentals,Instagram Stories,76.81,3577,454,382,229,59.95,Johannesburg,16/06/2025
C-1004,Digital Marketing Basics,Instagram Stories,997.69,46605,2295,1698,451,26.56,Nairobi,24/06/2025
C-1005,Project Management 101,Facebook Ads,634.37,32883,3978,3685,2174,59,Cape Town,30/06/2025
C-1003,SQL for Beginners,Facebook Ads,455.67,10171,1356,1060,259,24.43,Johannesburg,14/06/2025
C-1000,Intro to Python,Email Blast,1035.15,48168,4771,3536,1315,37.19,Johannesburg,06/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,322.76,26478,2996,2436,1451,59.56,Cairo,10/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,814.77,35992,2148,1762,707,40.12,Lagos,21/05/2025
C-1000,Intro to Python,Facebook Ads,980.6,23235,2604,2392,1376,57.53,Kigali,19/04/2025
C-1000,Intro to Python,Facebook Ads,610.51,27575,3559,2981,1580,53,Johannesburg,09/05/2025
C-1008,UI/UX Fundamentals,Email Blast,664.95,31039,2041,1590,615,38.68,Accra,06/07/2025
C-1009,Remote Work Productivity,Facebook Ads,505.49,16268,2352,1830,437,23.88,Lagos,28/04/2025
C-1002,Data Visualization with Power BI,Facebook Ads,944.09,33040,594,432,124,28.7,Cape Town,23/06/2025
C-1009,Remote Work Productivity,Google Search,108.24,4001,282,253,125,49.41,Accra,06/07/2025
C-1000,Intro to Python,Facebook Ads,148.47,12288,696,542,276,50.92,Cairo,02/06/2025
C-1001,Advanced Excel,Email Blast,470.71,30896,364,327,127,38.84,Accra,28/05/2025
C-1009,Remote Work Productivity,Facebook Ads,199.29,5191,223,208,113,54.33,Nairobi,24/05/2025
C-1007,Graphic Design Essentials,Email Blast,1944.84,39992,3099,2572,1517,58.98,Johannesburg,10/07/2025
C-1001,Advanced Excel,Instagram Stories,264.77,14280,573,517,144,27.85,Kigali,19/05/2025
C-1006,AI for Non-Techies,Facebook Ads,301.71,22249,2328,1865,1067,57.21,Accra,04/06/2025
C-1005,Project Management 101,Facebook Ads,243.49,14974,1222,1136,638,56.16,Accra,16/04/2025
C-1005,Project Management 101,Facebook Ads,250.57,5143,315,269,70,26.02,Cairo,10/06/2025
C-1002,Data Visualization with Power BI,Google Search,378.43,28207,3894,2888,717,24.83,Kigali,11/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,330.22,11813,1622,1213,444,36.6,Johannesburg,21/06/2025
C-1009,Remote Work Productivity,Google Search,173.3,3667,344,246,71,28.86,Nairobi,24/06/2025
C-1009,Remote Work Productivity,Google Search,592.01,25650,3518,3149,654,20.77,Lagos,28/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,222.39,6290,615,472,266,56.36,Lagos,25/06/2025
C-1002,Data Visualization with Power BI,Email Blast,89.68,6841,137,127,74,58.27,Cairo,12/06/2025
C-1006,AI for Non-Techies,Instagram Stories,798.27,46449,3926,3045,1087,35.7,Accra,08/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,138.19,10377,943,885,355,40.11,Cape Town,18/06/2025
C-1006,AI for Non-Techies,Google Search,456.79,16679,1614,1267,687,54.22,Lagos,09/06/2025
C-1009,Remote Work Productivity,Instagram Stories,263.9,12796,473,353,179,50.71,Nairobi,09/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,681.03,23796,2793,2098,689,32.84,Lagos,05/06/2025
C-1008,UI/UX Fundamentals,Google Search,400.01,16442,2335,2178,615,28.24,Nairobi,30/04/2025
C-1008,UI/UX Fundamentals,Email Blast,334.64,7270,224,185,71,38.38,Kigali,13/05/2025
C-1008,UI/UX Fundamentals,Google Search,1570.89,34262,4803,3822,1516,39.67,Cape Town,29/05/2025
C-1003,SQL for Beginners,Facebook Ads,513.64,19115,2349,1646,539,32.75,Johannesburg,05/06/2025
C-1001,Advanced Excel,Instagram Stories,385.19,10779,454,340,73,21.47,Cape Town,05/05/2025
C-1002,Data Visualization with Power BI,Facebook Ads,482.62,11470,536,382,111,29.06,Lagos,07/05/2025
C-1005,Project Management 101,Google Search,966.62,19681,2542,2086,764,36.63,Abuja,18/04/2025
C-1004,Digital Marketing Basics,Email Blast,387.38,22908,872,657,208,31.66,Cape Town,07/07/2025
C-1000,Intro to Python,Facebook Ads,207.67,7843,494,458,204,44.54,Accra,26/04/2025
C-1002,Data Visualization with Power BI,Instagram Stories,94.77,2904,408,290,82,28.28,Nairobi,29/04/2025
C-1001,Advanced Excel,Instagram Stories,590.56,16420,1579,1120,404,36.07,Kigali,20/06/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,192.71,14025,1510,1297,425,32.77,Johannesburg,05/05/2025
C-1001,Advanced Excel,Google Search,648.97,22373,1561,1142,661,57.88,Nairobi,26/06/2025
C-1003,SQL for Beginners,Instagram Stories,1105.48,49349,2685,2393,955,39.91,Johannesburg,09/06/2025
C-1006,AI for Non-Techies,Facebook Ads,183.65,15461,1912,1752,822,46.92,Cape Town,18/04/2025
C-1009,Remote Work Productivity,Facebook Ads,626.98,32746,2923,2603,662,25.43,Abuja,24/05/2025
C-1002,Data Visualization with Power BI,Email Blast,439.07,15166,2025,1427,715,50.11,Cape Town,12/06/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,643.58,26384,1914,1343,708,52.72,Accra,14/07/2025
C-1007,Graphic Design Essentials,Google Search,2323.88,48174,4128,3588,1726,48.1,Kigali,29/04/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,508.57,14252,1202,961,558,58.06,Accra,01/05/2025
C-1000,Intro to Python,Email Blast,1135.33,46364,2398,1754,941,53.65,Lagos,02/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,338.8,9945,1019,833,232,27.85,Cape Town,14/06/2025
C-1007,Graphic Design Essentials,Google Search,779.57,28408,525,421,176,41.81,Kigali,08/06/2025
C-1003,SQL for Beginners,Email Blast,235.01,20343,2335,2117,1076,50.83,Accra,10/05/2025
C-1009,Remote Work Productivity,Email Blast,526.68,12136,451,376,215,57.18,Johannesburg,07/05/2025
C-1001,Advanced Excel,Email Blast,806.61,27980,3580,2777,1032,37.16,Cape Town,15/05/2025
C-1003,SQL for Beginners,Instagram Stories,780.61,39769,1273,900,520,57.78,Cape Town,02/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,64.72,1950,85,61,34,55.74,Johannesburg,29/05/2025
C-1003,SQL for Beginners,Instagram Stories,782.58,22449,2320,2152,727,33.78,Johannesburg,11/07/2025
C-1009,Remote Work Productivity,Email Blast,437.7,10762,166,123,65,52.85,Lagos,13/07/2025
C-1006,AI for Non-Techies,Facebook Ads,39.02,3898,230,182,75,41.21,Cape Town,12/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,135.28,3203,140,105,31,29.52,Abuja,26/04/2025
C-1007,Graphic Design Essentials,Facebook Ads,2082.02,46655,2293,1714,688,40.14,Cape Town,26/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,668.91,16762,733,527,180,34.16,Lagos,21/05/2025
C-1006,AI for Non-Techies,Google Search,637.57,15287,1331,1203,702,58.35,Kigali,11/07/2025
